序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1044,2204,大连重工,5.73,2.14,0.12,835667,481512093,4.81,5.85,5.58,5.61,5.61,0.8,4.33,22.23,1.51,11066750283,11066750283,0,-0.17,15.06,15.06
1045,688061,灿瑞科技,28.61,2.14,0.6,8691,24873630,4.89,29,27.63,27.68,28.01,0.76,2.01,-66.23,1.35,3286985477,1238749200,-0.07,-0.28,5.26,-0.93
1046,2980,华盛昌,24.3,2.14,0.51,11906,28785696,3.74,24.39,23.5,23.76,23.79,0.63,1.66,23.67,2.99,3286268820,1745551620,-0.04,-0.08,-4.56,-5.26
1047,2194,武汉凡谷,10.5,2.14,0.22,265752,281767949.6,8.56,11.08,10.2,10.2,10.28,1.5,5.2,134.74,2.83,7174500963,5364397238,-0.19,-0.28,-4.28,-6.42
1048,300812,易天股份,17.69,2.14,0.37,16379,28959810,3.29,17.85,17.28,17.33,17.32,0.72,1.77,-133.35,2.85,2479024043,1639903811,0,-0.11,-16.83,-19.74
1049,2111,威海广泰,10.05,2.13,0.21,57059,56904255.06,3.66,10.09,9.73,9.81,9.84,0.86,1.19,31.12,1.74,5346658903,4805820243,-0.3,0.4,-2.9,-8.8
1050,593,德龙汇能,5.28,2.13,0.11,38892,20407238,3.09,5.29,5.13,5.17,5.17,0.73,1.08,33.55,2.18,1893571728,1892791132,0.19,0.19,-0.19,-3.12
1051,2033,丽江股份,10.07,2.13,0.21,377941,377416235.6,4.26,10.15,9.73,9.8,9.86,1.48,6.88,26.24,2.19,5533371460,5533265423,0.1,0.2,19.6,13.53
1052,301045,天禄科技,19.68,2.13,0.41,9567,18795163,4.26,19.9,19.08,19.08,19.27,0.78,1.41,81.55,2.19,2171065285,1336764551,0.05,0.05,-11.79,-11.03
1053,851,ST高鸿,2.4,2.13,0.05,131706,31392472.2,3.83,2.41,2.32,2.33,2.35,0.84,1.16,-33.13,0.98,2778864048,2716745438,0.42,0.42,-13.98,-20.53
1054,600137,浪莎股份,14.88,2.13,0.31,12975,19210278,3.16,14.93,14.47,14.55,14.57,1.02,1.33,69.84,2.71,1446597709,1446597709,0,-0.07,2.69,5.91
1055,688378,奥来德,18.25,2.13,0.38,37018,66989092,6.38,18.48,17.34,17.41,17.87,1.08,1.84,37.34,2.19,3798705033,3672191690,0,0,-16.82,-19.99
1056,1914,招商积余,12.45,2.13,0.26,141171,176968508.8,5.5,12.76,12.09,12.15,12.19,1.17,1.33,15.71,1.27,13201308447,13201267362,-0.32,0,26.14,17.79
1057,300589,江龙船艇,11.53,2.13,0.24,130042,149955565.5,5.05,11.76,11.19,11.25,11.29,1.03,5.61,134.84,5.2,4354511994,2670428871,-0.17,-0.26,-4.08,-7.39
1058,3007,直真科技,27.99,2.12,0.58,16352,45702976,4.38,28.21,27.01,27.13,27.41,0.83,2.21,-53.62,3.55,2910960000,2068301765,-0.11,-0.18,1.78,-8.26
1059,2508,老板电器,22.11,2.12,0.46,52643,116138693,3.97,22.33,21.47,21.6,21.65,1.06,0.56,13.02,1.93,20874703599,20603296362,-0.05,0,6.14,3.17
1060,688309,恒誉环保,14.48,2.12,0.3,4972,7185998,2.96,14.59,14.17,14.24,14.18,1.14,0.62,67.56,1.57,1158555414,1158555414,0.07,0.07,14.2,16.31
1061,1268,联合精密,19.74,2.12,0.41,16995,33504185,4.66,19.93,19.03,19.34,19.33,0.61,4.24,31.82,2.14,2130604013,791554931,-0.1,-0.05,8.4,13.06
1062,603353,和顺石油,14.92,2.12,0.31,45829,68324008,4.38,15.05,14.41,14.59,14.61,0.77,2.69,44.99,1.56,2587038480,2542636560,-0.07,-0.07,0,-6.46
1063,688398,赛特新材,15.45,2.12,0.32,8344,12910373,4.43,15.69,15.02,15.02,15.13,0.71,0.5,33.11,2.28,2592724631,2592724631,-0.06,-0.19,14.87,14.61
1064,300179,四方达,8.66,2.12,0.18,132492,114865462,4.25,8.77,8.41,8.43,8.48,0.64,3.53,35.78,3.43,4207970468,3253040538,-0.12,-0.12,-15.68,-23.02
1065,2678,珠江钢琴,4.34,2.12,0.09,29751,12813457.6,3.53,4.36,4.21,4.22,4.25,0.75,0.22,-25.05,1.71,5901568122,5891873104,0,0,-0.91,-2.91
1066,300786,国林科技,13.57,2.11,0.28,117782,161513840.3,5.72,13.95,13.19,13.25,13.29,0.81,8.03,-53,2.13,2497095478,1990738595,-0.15,-0.15,-3.35,-2.37
1067,600128,苏豪弘业,10.64,2.11,0.22,503987,517394472,10.94,10.75,9.61,10.2,10.42,1.58,20.42,54.03,1.24,2625606200,2625606200,0,-0.19,-8.04,31.03
1068,300863,卡倍亿,43.99,2.11,0.91,21308,93196455.23,3.85,44.16,42.5,42.76,43.08,0.95,1.65,34,3.54,5936500649,5697666313,-0.14,0.05,2.21,-1.59
1069,603685,晨丰科技,11.64,2.11,0.24,12384,14336622,4.39,11.75,11.25,11.39,11.4,1.05,0.73,105.55,1.75,1967252550,1967252550,0,0,1.39,-1.02
1070,836260,中寰股份,12.56,2.11,0.26,15747,19703814.68,3.5,12.59,12.16,12.25,12.3,0.92,1.59,21.7,3.04,1300588000,1242946505,-0.08,-0.16,15.76,22.42
1071,600367,红星发展,13.15,2.1,0.27,92471,120981436,4.74,13.31,12.7,12.7,12.88,0.81,2.87,58.53,1.9,4485871361,4233947343,-0.15,-0.3,10.04,13.95
1072,300989,蕾奥规划,18.49,2.1,0.38,88720,161786030.3,7.23,18.7,17.39,17.8,18.11,0.84,5.89,-109.08,3.87,3907683793,2784837291,-0.11,-0.05,14.77,16.66
1073,300040,九洲集团,6.82,2.1,0.14,566979,380134315,6.59,6.94,6.5,6.72,6.68,1.18,11.89,42.13,1.4,4111593294,3252038747,-0.15,0,10.36,-5.93
1074,2753,永东股份,6.32,2.1,0.13,39521,24784906.18,3.55,6.33,6.11,6.11,6.19,0.87,1.63,21.69,1.04,2374388962,1534520218,0.16,0,2.43,0.8
1075,688323,瑞华泰,13.12,2.1,0.27,14953,19564796,5.76,13.35,12.61,12.79,12.85,0.85,0.83,-41.23,2.88,2361602939,2361602939,-0.08,-0.08,12.91,6.75
1076,600662,外服控股,5.36,2.1,0.11,102454,54619535,4,5.41,5.2,5.2,5.25,0.9,0.45,18.3,2.75,12239541160,12166035240,-0.19,-0.19,15.52,5.72
1077,870299,灿能电力,19.45,2.1,0.4,84575,160383715.8,10.39,19.97,17.99,18.48,19.05,1.17,18.76,53.48,6.38,1752625418,876815414,0,0,85.95,100.31
1078,600469,风神股份,5.36,2.1,0.11,39104,20840748,2.86,5.37,5.22,5.25,5.25,0.81,0.54,10.63,1.19,3909856669,3909856669,0,0,-9.46,-12.99
1079,2772,众兴菌业,7.82,2.09,0.16,140967,109118670,3,7.83,7.6,7.66,7.66,0.58,3.61,24.02,0.93,3075147427,3050856990,0,0,11.24,6.11
1080,2981,朝阳科技,20.03,2.09,0.41,31543,62864979.07,4.49,20.24,19.36,19.48,19.62,0.52,2.64,23.99,2.62,2709119893,2392109089,-0.15,-0.15,-11.14,-14.11
1081,603073,彩蝶实业,15.17,2.09,0.31,20050,30384879,3.23,15.27,14.79,14.86,14.86,1.08,3.94,20,1.34,1759720000,772044504,-0.2,-0.39,3.27,3.83
1082,2072,凯瑞德,4.39,2.09,0.09,43049,18823732,4.65,4.42,4.22,4.31,4.3,0.63,1.68,-477.91,31.85,1614115200,1125847108,0,0,0.46,4.28
1083,55,方大集团,3.9,2.09,0.08,53838,20875769,3.14,3.91,3.79,3.81,3.82,1.07,0.8,20.98,0.69,4188109485,2635832273,-0.26,-0.26,-9.09,-1.02
1084,2404,嘉欣丝绸,5.86,2.09,0.12,131130,76180998.4,4.7,5.93,5.66,5.68,5.74,0.77,2.88,20.42,1.65,3281902030,2670912383,-0.17,0,-2.33,-5.33
1085,688718,唯赛勃,10.75,2.09,0.22,6959,7455666,3.89,10.87,10.46,10.53,10.53,0.55,0.4,49.46,2.42,1867859682,1867859682,0,0,7.29,7.5
1086,2666,德联集团,4.39,2.09,0.09,77190,33715359,3.26,4.41,4.27,4.29,4.3,0.63,1.54,33.09,0.99,3459316931,2197933402,-0.23,-0.23,-3.09,0.69
1087,833266,生物谷,9.81,2.08,0.2,15001,14606148.86,3.43,9.89,9.56,9.62,9.61,0.47,1.93,-13.24,1.31,1216440069,763759865,0,-0.41,1.66,4.47
1088,603065,宿迁联盛,7.37,2.08,0.15,19829,14500074,2.77,7.37,7.17,7.19,7.22,1.09,1.01,197.36,1.52,3087791006,1449483363,0.14,0.27,1.1,1.38
1089,870866,绿亨科技,10.82,2.08,0.22,68977,73324517.18,5.19,10.87,10.32,10.45,10.6,0.52,7.37,28.29,2.54,1949827838,1012857354,-0.09,0.19,33.75,49.86
1090,603183,建研院,3.93,2.08,0.08,94445,36885626,3.64,3.95,3.81,3.82,3.85,1.08,1.9,32.41,1.22,1953812276,1953812276,0,0,4.24,2.08
1091,301376,致欧科技,17.7,2.08,0.36,16798,29537006.96,4.56,17.92,17.13,17.23,17.34,0.7,0.87,19.2,2.25,7106550000,3412372362,0,0.06,-7.43,-7.43
1092,2799,环球印务,7.36,2.08,0.15,38844,28451851.2,4.02,7.41,7.12,7.22,7.21,1.07,1.21,64.32,1.72,2355494400,2355463488,-0.14,-0.14,-5.03,-2.9
1093,603722,阿科力,35.83,2.08,0.73,6794,24304567,4.93,36.42,34.69,35.1,35.1,1.01,0.77,-379.03,3.63,3428935335,3150800625,-0.19,0,-9.82,-14.69
1094,603956,威派格,6.4,2.07,0.13,108875,69535580,4.15,6.44,6.18,6.24,6.27,0.62,1.91,-17.52,1.77,3647400230,3647400230,0.16,0.16,17.86,20.75
1095,603311,金海高科,9.37,2.07,0.19,18949,17717081,3.49,9.45,9.13,9.13,9.18,0.97,0.8,32.58,1.7,2210232209,2210232209,0,-0.11,-6.02,-6.21
1096,600230,沧州大化,9.84,2.07,0.2,31608,30889011,3.73,9.88,9.52,9.52,9.64,1.38,0.76,143.86,1.02,4073376388,4073376388,0,0.1,-6.37,-8.21
1097,601615,明阳智能,9.86,2.07,0.2,198074,193869767,3.11,9.88,9.58,9.6,9.66,1.03,0.87,20.78,0.83,22396957521,22396957521,0,0,-11.33,-21.81
1098,603613,国联股份,25.09,2.07,0.51,76839,192208510,4.64,25.49,24.35,24.38,24.58,0.9,1.07,12.1,2.41,18078293728,18078293728,-0.08,-0.04,0.97,-5.61
1099,1206,依依股份,16.74,2.07,0.34,26004,43349405.92,3.84,16.86,16.23,16.4,16.4,0.53,2.45,15.38,1.75,3095122346,1779720817,0,-0.06,-6.38,1.27
1100,2409,雅克科技,55.78,2.07,1.13,55041,305152479.7,3.48,56,54.1,54.1,54.65,0.89,1.73,26.59,3.66,26547245879,17767198828,-0.07,-0.13,-3.78,-3.74
1101,2394,联发股份,7.38,2.07,0.15,56154,41181402.33,4.15,7.44,7.14,7.17,7.23,1.13,1.74,13.73,0.6,2388906000,2385847772,0,-0.14,2.93,-1.86
1102,600682,南京新百,6.43,2.06,0.13,135920,87419745,4.29,6.52,6.25,6.26,6.3,0.82,1.17,29.3,0.5,8655630181,7491337568,0,-0.16,0,-5.99
1103,301446,福事特,19.81,2.06,0.4,8500,16726135,2.89,19.88,19.32,19.32,19.41,0.9,2.68,30.07,1.85,2060240000,629403320,-0.1,-0.2,-1.44,-10.12
1104,688118,普元信息,23.34,2.06,0.47,19211,44785507,4.33,23.57,22.58,22.97,22.87,0.88,2.09,327.35,2.5,2143023087,2143023087,-0.17,-0.13,17.29,10.98
1105,603169,兰石重装,8.9,2.06,0.18,445334,396524474,4.01,9.06,8.71,8.73,8.72,0.42,3.41,74.44,3.52,11625997002,11625997002,0,-0.11,64.21,63.3
1106,2316,ST亚联,3.47,2.06,0.07,50028,17122098,4.41,3.49,3.34,3.37,3.4,0.73,1.47,94.64,19.14,1364126400,1182393825,-0.29,0,9.81,6.77
1107,2107,沃华医药,4.45,2.06,0.09,51808,23008538.2,3.67,4.48,4.32,4.35,4.36,0.53,0.91,84.09,3.76,2568582720,2534794093,0,0,-0.22,-6.9
1108,603373,安邦护卫,29.24,2.06,0.59,7729,22546855,4.29,29.68,28.45,28.53,28.65,1.07,1.7,27.39,1.8,3144086030,1328376358,-0.03,-0.07,3.14,-2.17
1109,605033,美邦股份,16.95,2.05,0.34,14754,24880221,5,17.03,16.2,16.46,16.61,0.74,1.09,39.72,2.03,2291640000,2291640000,0,-0.12,-40.23,40.9
1110,892,欢瑞世纪,3.48,2.05,0.07,191125,66196315.86,4.11,3.51,3.37,3.37,3.41,0.91,2.69,-209.68,3.9,3413812046,2473710860,0.29,0,7.74,6.75
1111,688450,光格科技,22.45,2.05,0.45,2913,6534277,3.45,22.62,21.86,21.99,22,0.91,0.6,-21.63,1.46,1481700000,1081578926,-0.36,-0.36,5.45,4.03
1112,300658,延江股份,5.48,2.05,0.11,55060,30069755.4,3.54,5.51,5.32,5.33,5.37,0.81,2.44,41.17,1.33,1823547295,1235208632,0.18,0.18,6.82,5.79
1113,688458,美芯晟,38.86,2.05,0.78,37453,146777553,5.75,39.99,37.8,38,38.08,0.84,4.46,-64.85,2.29,4334313403,3262240303,-0.31,-0.44,22.12,18.66
1114,600742,一汽富维,9.01,2.04,0.18,55358,49251573,3.96,9.07,8.72,8.72,8.83,0.61,0.75,13.16,0.78,6694951499,6694951499,-0.11,-0.33,2.62,2.97
1115,603086,先达股份,5.51,2.04,0.11,85284,46634251,2.96,5.52,5.36,5.41,5.4,0.54,1.96,-93.62,1.22,2395820418,2395820418,-0.18,0.18,-1.43,28.74
1116,2787,华源控股,8.02,2.04,0.16,38853,31031602.13,3.44,8.07,7.8,7.81,7.86,0.62,1.51,38.72,1.49,2739043324,2062833134,0,0.12,2.56,1.78
1117,300948,冠中生态,9,2.04,0.18,15806,14165360.5,5.9,9.07,8.55,8.81,8.82,0.68,1.21,-132.69,1.5,1260271314,1177251381,-0.11,-0.11,-2.17,-4.36
1118,603089,正裕工业,9.01,2.04,0.18,27119,24265029,4.53,9.05,8.65,8.8,8.83,0.69,1.21,32.35,1.69,2015886192,2015886192,0.11,0.22,-9.72,0.45
1119,300921,南凌科技,24.06,2.04,0.48,22577,53834561,4.2,24.26,23.27,23.4,23.58,0.9,2.84,413.17,3.91,3168504828,1910775546,0.04,0,-5.16,-11.22
1120,688018,乐鑫科技,194.6,2.04,3.89,26960,527427610,4.83,198,188.79,188.79,190.71,1.07,2.4,64.35,10.16,21834203873,21834203873,-0.43,-0.21,-15.02,-10.73
1121,638,万方发展,5.01,2.04,0.1,81464,40857989,3.26,5.06,4.9,4.92,4.91,0.75,2.63,88.01,8.85,1560046621,1553829461,-0.2,0,9.63,7.51
1122,688671,碧兴物联,17.47,2.04,0.35,3833,6682182,4.67,17.65,16.85,16.98,17.12,0.84,0.84,-35.59,1.25,1371725183,801272416,0,0,-2.84,3.43
1123,688717,艾罗能源,49.91,2.04,1,21660,109081382,6.28,51.37,48.3,48.67,48.91,0.99,3.2,38.84,1.81,7985600000,3374696243,-0.08,-0.1,2.15,6.85
1124,1236,弘业期货,8.49,2.04,0.17,156765,132711254.9,6.61,8.78,8.23,8.3,8.32,1.1,4.8,286.86,4.56,8556033335,2771438719,0,-0.24,-7.62,-11.93
1125,300246,宝莱特,6.49,2.04,0.13,48079,30894174.5,3.77,6.51,6.27,6.3,6.36,0.65,2.28,-94.41,1.4,1717095170,1371313130,0,-0.15,0.62,-1.52
1126,600237,铜峰电子,6.5,2.04,0.13,95683,61975511,3.14,6.53,6.33,6.33,6.37,0.88,1.54,42.82,2.25,4099609508,4040895008,0,0,-1.81,-0.76
1127,603626,科森科技,7.54,2.03,0.15,285933,214152332,6.22,7.73,7.27,7.32,7.39,0.76,5.15,-13.41,1.67,4183792863,4183792863,-0.13,-0.26,-2.33,-3.33
1128,2566,益盛药业,7.53,2.03,0.15,99806,74709570.45,4.74,7.65,7.3,7.4,7.38,0.73,4.31,52.11,1.12,2492065548,1745382224,-0.26,-0.13,13.06,10.41
1129,3029,吉大正元,20.13,2.03,0.4,29752,59693740,4.66,20.48,19.56,19.56,19.73,1.13,1.74,-41,3.2,3897575170,3439060350,-0.05,-0.2,-5.14,-7.75
1130,838924,广脉科技,27.08,2.03,0.54,31310,84519623.45,5.46,27.43,25.98,25.98,26.54,0.65,5.01,83.5,9.6,2913036220,1692847599,0.04,-0.18,76.99,79.81
1131,603177,德创环保,7.53,2.03,0.15,32696,24505443,3.39,7.57,7.32,7.32,7.38,0.79,1.6,48.07,4.12,1552339620,1537565760,-0.13,-0.13,-4.68,2.31
1132,2205,国统股份,9.03,2.03,0.18,30961,27819819.4,4.07,9.09,8.73,8.84,8.85,0.76,1.67,-40.89,2.79,1678164349,1678164349,0,-0.11,9.72,1.35
1133,300270,中威电子,6.55,2.02,0.13,49003,31935327,4.98,6.62,6.3,6.36,6.42,0.82,1.91,-29.53,3.2,1983379483,1679835748,-0.15,-0.15,-9.03,-8.39
1134,688231,隆达股份,15.17,2.02,0.3,20636,31401113,5.38,15.64,14.84,14.86,14.87,1.2,1.63,56.19,1.38,3744822859,1918227720,0,-0.2,12.2,6.68
1135,603043,广州酒家,16.68,2.02,0.33,71245,117880093,5.02,16.92,16.1,16.12,16.35,1.83,1.25,19.21,2.45,9487097027,9487097027,0.12,0,9.38,0.3
1136,603186,华正新材,22.31,2.01,0.44,26352,58741460,3.93,22.53,21.67,21.73,21.87,0.75,1.86,-32.52,2.26,3168288322,3168288322,0.04,0.09,-7.7,-7.39
1137,600463,空港股份,8.63,2.01,0.17,28536,24675387,4.61,8.77,8.38,8.46,8.46,0.9,0.95,-32.14,2.52,2589000000,2589000000,0,0.12,-9.25,-13.09
1138,600506,统一股份,19.32,2.01,0.38,102629,199610343,6.12,19.94,18.78,18.81,18.94,0.79,6.95,118.19,8.36,3709805805,2853696786,-0.16,-0.26,11.87,-6.21
1139,300458,全志科技,48.74,2.01,0.96,308779,1504605555,4.35,49.31,47.23,47.25,47.78,0.81,5.96,185.11,10.3,30866314799,25245837183,-0.14,-0.2,24.62,25.75
1140,300165,ST天瑞,3.05,2.01,0.06,48327,14604671.6,3.68,3.07,2.96,2.98,2.99,0.75,1.15,-165.68,1.1,1511310761,1282622936,0,0.33,3.74,1.33
1141,301303,真兰仪表,12.66,2.01,0.25,14863,18860540,4.75,12.99,12.4,12.4,12.41,1.07,1.45,16.69,1.61,5175408000,1293852000,-0.08,-0.24,-14.92,-17.36
1142,2927,泰永长征,13.19,2.01,0.26,55911,73371654.65,3.33,13.29,12.86,12.86,12.93,0.85,2.53,41.12,2.86,2943904854,2910275894,-0.08,-0.15,3.21,-10.82
1143,2330,得利斯,4.57,2.01,0.09,164965,74802495.92,3.57,4.58,4.42,4.48,4.48,0.59,2.6,-86.22,1.25,2903390875,2902766728,0,0,6.03,4.58
1144,600496,精工钢构,3.05,2.01,0.06,241245,73362619,3.34,3.08,2.98,2.99,2.99,1.01,1.2,12,0.7,6139315022,6139315022,-0.33,-0.33,5.9,0.99
1145,2543,万和电气,9.67,2,0.19,29502,28502226,3.59,9.75,9.41,9.45,9.48,0.76,0.45,11.88,1.53,7190612000,6397778399,-0.1,0,-2.32,-5.57
1146,2486,嘉麟杰,2.04,2,0.04,179293,36464104,4,2.06,1.98,1.98,2,0.84,2.17,74.43,1.61,1689379488,1689379488,-0.49,0,-12.82,-16.73
1147,2565,顺灏股份,3.06,2,0.06,186156,56540353.38,3.67,3.07,2.96,2.98,3,0.89,1.76,43.47,1.69,3243566101,3243462826,0.33,0.33,4.08,0.66
1148,501,武商集团,10.22,2,0.2,504650,510448874.9,6.39,10.4,9.76,9.88,10.02,0.85,6.57,36.39,0.72,7859105711,7851963566,0.1,0.2,17.88,-2.29
1149,592,平潭发展,3.06,2,0.06,1108412,338176336.2,5.67,3.12,2.95,2.98,3,0.62,5.79,196.46,2.92,5911249530,5860182894,0,0,6.62,6.62
1150,600561,江西长运,5.61,2,0.11,28325,15782291,4,5.63,5.41,5.46,5.5,0.95,1,501.52,1.76,1595914848,1595914848,0,-0.18,1.63,4.47
1151,2222,福晶科技,33.66,2,0.66,100369,339372760.5,4.64,34.33,32.8,32.87,33,0.95,2.14,72.35,10.04,15828615000,15757986727,-0.06,-0.15,-4.43,3.89
1152,2647,*ST仁东,5.62,2,0.11,77532,42992756,4.36,5.65,5.41,5.53,5.51,0.72,1.14,-33.36,3.49,6352239112,3808876253,0,-0.35,32.24,7.46
1153,688426,康为世纪,17.91,1.99,0.35,6737,12037263,3.7,18.14,17.49,17.82,17.56,0.97,1.77,-12.4,1.38,2014762454,680460576,-0.06,-0.17,-43.41,-37.4
1154,300937,药易购,24.55,1.99,0.48,14622,35843936.95,3.74,24.77,23.87,24.47,24.07,0.95,2.33,143.57,2.76,2348617043,1537992369,0,-0.12,-0.12,-1.88
1155,1335,C信凯,46.18,1.99,0.9,114869,532823706.6,10.11,48.61,44.03,44.44,45.28,0.78,50.02,39.01,4.76,4328892881,1060460018,-0.04,-0.04,260.78,260.78
1156,301135,瑞德智能,21.99,1.99,0.43,14301,31390031,4.22,22.2,21.29,21.55,21.56,0.88,2.57,77.53,1.82,2242881045,1222402110,-0.05,-0.09,-6.43,-5.54
1157,603038,华立股份,13.33,1.99,0.26,44435,59423279,5.36,13.58,12.88,12.88,13.07,0.64,1.65,76.97,2.61,3581465823,3581465823,-0.07,-0.15,-16.43,-18.47
1158,615,ST美谷,3.58,1.99,0.07,132888,47066357,4.56,3.62,3.46,3.5,3.51,0.77,1.74,-24.77,22.05,2731467394,2729751027,-0.28,-0.28,-5.04,-7.49
1159,1231,农心科技,16.9,1.99,0.33,10202,17130762,3.02,16.98,16.48,16.5,16.57,0.68,2.86,36.08,1.79,1690000000,602341350,0,-0.06,-12.12,1.26
1160,301393,昊帆生物,45.35,1.98,0.88,20084,90935589.25,3.89,45.76,44.03,44.37,44.47,0.99,4.98,36.54,2.16,4897800000,1830280650,-0.11,-0.11,15.28,13.63
1161,600618,氯碱化工,9.29,1.98,0.18,71284,65893626,3.4,9.35,9.04,9.05,9.11,1.13,0.95,13.64,1.24,10742955777,6966013377,0,0,-21.47,-5.78
1162,600807,济高发展,2.57,1.98,0.05,136356,35189792,5.16,2.64,2.51,2.52,2.52,1.15,1.73,-37.1,12.93,2273511259,2022637452,0,0,-7.22,-26.57
1163,2877,智能自控,7.73,1.98,0.15,44689,34335025.88,3.43,7.76,7.5,7.53,7.58,0.95,1.87,60.91,2.38,2735457878,1843964375,-0.13,-0.13,-10.22,-6.76
1164,301365,矩阵股份,16.99,1.98,0.33,31491,53451680.1,5.22,17.25,16.38,16.65,16.66,0.61,6.79,51.3,1.74,3058200000,787486500,-0.06,-0.12,19.65,13.04
1165,688737,中自科技,16.97,1.98,0.33,12561,21390835,5.71,17.35,16.4,16.55,16.64,0.92,1.78,-75.55,1.11,2029009718,1195851327,-0.24,-0.18,-0.18,-4.72
1166,2375,亚厦股份,3.6,1.98,0.07,79784,28621878.16,3.97,3.64,3.5,3.52,3.53,0.9,0.6,14.3,0.61,4823987393,4776457313,0,0,-2.44,-6.74
1167,603633,徕木股份,7.2,1.98,0.14,53997,38787191,3.54,7.27,7.02,7.02,7.06,0.86,1.27,32.88,1.56,3073037890,3073037890,0,0,-8.51,-11.87
1168,1218,丽臣实业,15.94,1.98,0.31,11764,18672471,3.26,16.01,15.5,15.54,15.63,0.93,1.04,20.5,0.95,2075041464,1801204538,0,0,-1.67,-7.49
1169,603380,易德龙,20.59,1.98,0.4,12072,24812832,3.62,20.75,20.02,20.02,20.19,0.75,0.75,17.85,2.27,3303484308,3303484308,0,-0.1,-13.52,-17.61
1170,959,首钢股份,3.09,1.98,0.06,283017,87024992.75,3.63,3.11,3,3.01,3.03,1.14,0.43,88.46,0.49,24021601352,20107444669,-0.32,-0.32,5.46,1.31
1171,2253,川大智胜,9.79,1.98,0.19,42225,41425778.69,3.96,9.96,9.58,9.65,9.6,0.6,2.03,-61.28,1.88,2208879470,2034063699,-0.1,-0.2,-32.01,-29.16
1172,300564,筑博设计,11.85,1.98,0.23,18280,21680614,4.48,12.02,11.5,11.51,11.62,0.68,1.61,1186.06,1.51,1930165920,1341364898,-0.08,-0.17,-3.34,-4.13
1173,2137,实益达,7.24,1.97,0.14,196380,142737699,5.77,7.47,7.06,7.09,7.1,1.03,4.95,116.26,2.72,4181135143,2870362841,-0.14,-0.28,-6.82,-19.47
1174,603527,众源新材,8.8,1.97,0.17,47270,41415772,3.48,8.85,8.55,8.62,8.63,0.66,1.49,22.82,1.41,2789346560,2789346560,0.11,0,-6.68,-8.24
1175,300839,博汇股份,7.78,1.97,0.15,37391,29018285.6,5.24,7.93,7.53,7.63,7.63,0.86,1.56,-8.9,3.6,1909844732,1863918202,-0.13,-0.13,11.78,7.91
1176,600170,上海建工,2.59,1.97,0.05,1938957,505083414,4.33,2.65,2.54,2.56,2.54,1.57,2.18,10.62,0.73,23014583937,23014583937,-0.38,-0.38,3.6,-2.26
1177,2853,皮阿诺,13.97,1.97,0.27,13201,18249404,3.36,14.01,13.55,13.64,13.7,0.53,1,237.58,1.97,2606002190,1848672662,-0.21,-0.21,27.93,27.35
1178,2739,万达电影,11.37,1.97,0.22,194168,219638929.9,3.59,11.44,11.04,11.06,11.15,0.88,0.93,106.75,2.94,24010923910,23710832339,-0.18,-0.18,2.99,-6.34
1179,605398,新炬网络,28.5,1.97,0.55,35200,100619541,5.01,29.32,27.92,28.16,27.95,1.2,2.16,139.92,4.46,4637416802,4637416802,-0.11,-0.14,41.65,31.22
1180,833455,汇隆活塞,10.34,1.97,0.2,10733,11061469.98,4.34,10.43,9.99,9.99,10.14,0.54,1.16,39.52,5.28,1834833000,960880245,-0.19,-0.48,38.05,47.93
1181,3027,同兴科技,14.47,1.97,0.28,14559,20938875.4,2.89,14.54,14.13,14.19,14.19,1,1.39,72.76,1.12,1891564704,1517338207,-0.07,-0.14,-0.41,-3.79
1182,2949,华阳国际,13.97,1.97,0.27,24987,34821567.18,3.8,14.09,13.57,13.7,13.7,0.63,1.67,18.36,1.92,2738716365,2095162122,-0.07,0.07,-17.04,-21.6
1183,2942,新农股份,15.6,1.96,0.3,8052,12483648,3.4,15.65,15.13,15.29,15.3,0.55,0.59,42.12,2.09,2431383708,2140457171,-0.13,-0.06,2.43,10.48
1184,301130,西点药业,26.49,1.96,0.51,7030,18562306.4,4.23,26.75,25.65,26.1,25.98,0.67,1.2,44.61,2.26,2026344206,1552993045,0.08,-0.08,-3.36,0.91
1185,600433,冠豪高新,3.12,1.96,0.06,190713,59351253,4.25,3.16,3.03,3.04,3.06,0.76,1.09,2109.55,1.18,5460871207,5460871207,0,0,2.63,-1.58
1186,301151,冠龙节能,14.08,1.96,0.27,14515,20443622,3.62,14.25,13.75,13.85,13.81,0.91,2.6,79.84,1.17,2398301453,784776172,0,-0.14,-4.48,-7.31
1187,603332,苏州龙杰,8.83,1.96,0.17,33753,29724795,3.23,8.89,8.61,8.66,8.66,0.77,1.56,24.64,1.51,1910345635,1910345635,-0.11,-0.11,2.08,2.56
1188,603307,扬州金泉,33.85,1.96,0.65,6746,22563561,3.92,33.95,32.65,32.69,33.2,0.61,3.97,15.79,1.69,2297636450,575450000,0.3,0.45,0.06,-5.45
1189,300046,台基股份,31.18,1.96,0.6,171436,537589240.8,5.85,31.9,30.11,30.28,30.58,0.84,7.25,291.58,6.67,7375048148,7375048148,-0.16,-0.22,-7.2,-13.89
1190,2250,联化科技,6.23,1.96,0.12,114168,70734123,3.6,6.29,6.07,6.08,6.11,0.76,1.26,131.01,0.89,5677605319,5647707792,0,0,18.44,13.07
